5	24
2	13
10	27
1	30
11	25
1	27
12	21
6	26
1	29
5	20
12	25
5	19
8	12
3	19
12	28
3	25
4	17
7	28
3	11
11	13
2	15
6	23
5	12
4	28
8	27
1	12
10	22
3	17
3	13
4	20
12	14
8	11
12	12
6	25
10	26
3	18
9	10
11	21
7	23
8	15
6	24
7	25
1	24
2	12
1	15
10	22
4	11
1	27
6	18
7	21
4	23
5	11
1	11
9	12
2	26
4	20
2	30
5	11
10	20
9	14
10	13
8	10
5	13
3	14
1	17
11	20
7	30
2	23
1	21
2	13
7	21
7	17
7	17
6	10
4	25
5	12
9	27
2	26
3	26
10	10
11	21
3	16
6	25
4	12
3	16
8	12
11	25
11	14
3	19
11	14
2	28
12	14
8	27
10	25
8	22
5	18
6	10
10	23
11	22
11	25
9	30
4	10
10	27
12	24
3	27
10	20
1	12
2	18
3	13
7	23
10	29
11	28
4	24
1	13
5	18
6	20
4	17
10	28
7	24
2	20
2	24
3	22
12	16
7	29
7	18
7	29
3	22
7	16
11	21
4	20
11	12
8	15
9	20
11	28
9	25
7	20
7	25
12	28
11	24
1	13
5	27
12	19
11	10
4	29
10	13
7	23
10	18
9	13
6	14
12	17
12	10
5	23
8	17
10	27
10	18
12	14
11	18
9	11
9	29
4	14
5	27
2	10
11	25
9	12
11	17
1	20
9	12
6	21
11	24
4	18
9	20
9	23
5	30
9	17
4	11
9	12
12	16
3	17
12	17
6	24
1	21
6	18
8	16
10	15
10	25
12	16
6	15
4	13
8	24
2	30
4	26
6	25
1	16
12	18
2	17
10	28
9	20
3	19
3	10
1	20
