11	25
6	24
11	26
9	15
4	24
8	26
11	10
5	26
11	20
3	25
1	26
3	25
6	27
12	22
9	15
7	23
1	10
7	24
8	16
8	19
4	26
1	18
8	19
6	30
6	21
10	18
4	23
4	24
7	14
10	13
3	17
2	28
6	23
7	13
1	19
1	26
7	30
1	26
2	18
2	13
12	13
9	18
10	19
1	10
5	21
7	17
4	23
11	14
6	21
2	12
4	24
3	15
1	18
4	13
7	10
12	10
9	26
2	15
10	30
3	10
10	12
12	12
8	21
5	24
3	30
7	20
5	18
1	13
1	19
8	12
6	10
12	23
7	21
3	18
4	30
12	21
1	27
2	10
3	24
12	16
12	30
5	20
9	22
4	23
7	24
5	26
3	25
1	25
9	25
2	24
11	26
1	24
12	20
12	15
1	13
4	20
9	10
10	24
7	13
7	18
1	11
1	16
2	19
6	27
9	12
4	24
3	12
12	26
12	16
5	21
2	16
1	28
11	22
1	19
3	13
5	17
11	15
2	16
2	22
8	29
8	23
11	30
6	27
4	27
10	23
3	30
11	18
11	15
10	27
6	14
10	14
8	17
5	28
7	23
3	23
12	26
9	26
11	24
12	21
2	11
3	19
9	17
12	10
11	20
8	26
5	24
10	17
4	20
6	13
7	12
10	30
4	24
4	22
3	21
5	25
12	28
12	17
3	22
6	11
12	23
9	23
6	20
4	20
11	21
7	28
12	17
10	29
10	19
10	10
6	11
7	15
6	24
9	28
3	29
8	22
1	24
1	13
1	16
10	11
9	24
3	29
11	28
11	21
9	27
2	30
9	22
4	26
3	12
7	17
6	10
4	10
2	27
2	22
10	30
9	28
2	12
11	21
2	24
6	19
10	15
