1	11
2	28
12	14
4	27
7	23
12	22
1	13
11	21
4	22
7	13
4	12
9	16
2	13
2	22
3	28
8	26
3	10
2	12
2	30
10	19
6	10
7	13
3	28
4	19
7	22
12	25
9	21
9	20
10	21
9	13
5	25
1	16
12	30
4	24
9	21
10	14
7	25
12	29
6	24
4	17
12	29
5	23
11	23
4	12
1	30
5	11
3	21
7	18
9	23
10	23
6	26
12	26
5	24
8	14
8	11
2	29
3	16
7	13
10	29
11	16
6	14
5	24
7	24
7	12
12	10
7	25
6	13
4	19
6	13
3	26
4	28
3	25
3	15
7	12
4	17
10	24
5	27
7	21
6	10
8	16
11	17
9	24
10	14
10	29
9	12
8	24
7	30
8	17
8	27
3	13
4	29
8	24
12	25
4	20
5	12
4	19
4	26
10	22
4	18
8	16
1	18
4	23
11	19
2	17
12	24
4	26
11	19
11	26
9	14
1	16
4	18
3	11
10	10
12	18
7	10
3	22
4	24
10	19
11	12
8	15
3	30
8	12
11	12
3	17
2	24
10	21
5	12
3	24
3	17
5	30
5	19
6	30
6	10
5	15
10	16
8	19
3	26
11	11
2	16
2	16
4	14
3	26
9	12
12	13
8	28
4	16
8	11
3	13
10	18
5	10
7	18
8	24
9	30
9	13
10	23
1	15
8	22
4	28
9	11
8	30
1	26
11	17
1	11
10	25
9	22
9	16
8	26
6	10
7	11
9	17
4	25
8	10
10	17
2	15
11	14
11	18
3	21
4	27
3	12
8	11
12	29
5	22
3	29
5	11
7	25
8	18
7	14
12	17
11	27
4	28
10	15
8	25
12	27
4	28
4	17
7	12
3	20
12	24
10	10
1	11
