7	25
8	20
7	23
11	23
11	24
6	27
6	18
11	15
9	21
6	29
2	26
11	10
1	27
10	19
5	18
3	19
9	26
6	28
6	14
5	25
11	15
6	26
8	18
12	10
9	26
6	25
11	10
12	24
4	30
5	19
4	29
8	27
8	29
1	23
11	24
12	14
3	11
6	23
6	13
4	27
9	24
10	25
6	22
2	25
11	10
2	11
7	19
11	28
9	17
1	27
8	11
7	17
6	11
10	20
3	25
12	19
3	11
8	26
6	27
2	11
4	29
6	24
11	22
10	29
9	27
3	19
5	17
9	12
12	17
11	29
5	24
7	27
2	22
8	20
6	29
12	18
8	14
9	21
11	12
11	30
5	21
3	19
12	30
10	30
9	26
6	30
2	18
1	27
2	27
12	29
2	29
1	29
1	22
9	25
12	14
8	13
6	16
2	20
11	15
11	27
4	14
12	21
12	22
3	24
2	19
8	25
1	29
10	21
10	10
11	22
9	21
11	19
8	30
5	23
10	10
3	17
1	29
3	10
3	28
7	28
11	26
1	26
2	27
8	14
10	25
9	27
7	16
9	21
11	21
12	11
7	16
12	27
2	11
5	21
7	21
4	19
10	13
2	25
5	29
12	30
7	28
10	15
5	29
4	23
7	22
7	14
3	27
9	18
5	26
8	18
12	12
5	17
6	30
9	17
12	27
10	19
8	20
2	17
1	29
9	23
10	23
3	25
4	22
2	28
2	17
2	28
5	26
5	12
7	26
1	28
9	11
11	19
4	27
8	26
7	10
4	14
7	26
10	18
3	30
5	19
10	20
11	14
12	14
9	21
3	24
9	12
5	27
4	26
5	20
11	29
9	20
7	15
12	12
12	25
4	29
4	24
8	21
5	11
6	24
1	13
