11	13
10	22
9	16
3	17
4	20
10	30
9	18
8	16
8	19
10	22
1	21
12	13
3	13
6	11
2	23
4	22
7	10
6	11
2	20
4	25
9	20
11	12
3	30
5	25
6	14
4	14
11	18
10	23
6	28
8	27
5	22
11	13
3	16
8	20
1	20
2	23
5	20
1	16
9	27
7	19
1	27
12	27
12	12
2	22
9	23
11	22
12	22
10	22
1	21
3	18
10	10
11	11
8	21
4	12
3	29
1	16
9	29
1	13
5	24
7	12
7	29
1	22
8	26
6	30
6	27
3	28
5	20
9	21
7	26
10	25
7	13
8	11
1	15
3	30
8	19
11	19
6	22
4	25
1	28
3	30
2	16
4	22
1	27
9	18
12	28
11	30
2	25
10	22
2	14
11	17
5	23
5	30
10	17
5	23
4	10
9	28
2	16
2	27
2	10
12	27
2	27
3	26
1	15
2	14
11	24
6	24
8	12
7	26
8	26
3	11
6	26
8	29
12	17
2	12
4	23
12	11
4	13
1	14
6	22
2	28
7	15
3	10
3	11
4	19
3	25
1	28
6	18
4	15
6	18
3	11
6	11
1	29
5	23
5	22
5	23
12	19
4	11
3	30
7	22
9	11
2	21
1	21
9	12
10	25
11	19
4	17
3	18
4	11
4	17
6	10
4	27
4	18
2	23
11	18
7	28
9	22
10	12
7	20
2	12
1	13
4	24
2	30
7	28
1	24
2	21
2	15
8	15
5	13
4	19
3	13
8	25
1	23
12	19
9	11
6	18
3	24
1	10
5	25
5	19
9	30
2	22
3	15
8	21
10	27
2	24
10	25
7	24
1	30
1	11
5	15
3	25
4	20
8	26
11	12
12	25
3	22
11	19
2	20
3	24
8	28
