4	20
7	12
12	26
1	22
12	29
7	23
4	22
1	27
10	16
10	23
9	21
8	23
10	30
12	28
7	19
1	23
8	14
10	18
7	15
7	23
3	25
11	30
5	18
11	26
4	19
12	17
4	10
11	23
9	18
9	24
11	13
2	10
1	28
8	27
7	12
3	14
2	24
5	25
11	26
3	20
11	11
4	18
2	13
6	29
11	20
7	15
2	24
1	25
2	12
1	25
11	13
2	15
12	13
12	28
5	10
5	19
8	22
2	19
10	22
11	22
3	26
9	25
11	26
4	28
7	15
2	17
8	19
11	22
6	20
6	16
8	30
4	26
12	17
12	29
11	17
8	21
9	21
12	30
7	15
7	10
4	19
8	25
8	27
3	16
5	20
9	22
12	13
5	23
12	15
7	11
10	11
3	30
4	17
12	16
2	23
5	10
11	13
2	27
1	20
2	13
1	24
1	20
9	23
6	16
2	17
11	23
2	16
6	20
11	26
3	11
7	11
4	12
4	20
5	29
12	30
1	14
5	30
8	21
12	28
5	29
1	11
8	30
9	15
1	26
7	26
8	20
1	21
3	17
3	22
7	13
7	28
1	10
11	30
2	27
3	10
9	14
10	28
1	29
2	13
3	18
8	25
10	29
7	14
11	25
3	21
6	13
10	30
5	30
5	15
9	30
8	26
9	26
7	21
9	25
8	23
8	24
6	15
1	16
9	24
6	19
1	27
11	11
8	15
2	17
10	18
4	28
12	27
6	10
6	24
6	14
10	13
12	14
6	16
6	22
7	21
1	15
1	12
11	13
6	13
6	15
4	30
9	12
3	28
7	19
4	28
6	28
10	11
4	16
4	17
10	20
8	19
4	19
9	28
12	25
11	14
9	13
4	12
9	14
12	23
10	10
