5	23
5	24
2	29
2	18
7	22
8	25
2	22
10	22
1	24
2	25
8	18
6	25
2	27
5	11
9	10
7	13
1	11
4	26
1	25
5	11
7	22
6	22
5	25
2	12
4	13
9	14
12	28
5	10
7	23
5	11
10	24
8	11
2	16
8	12
7	23
1	24
6	28
3	13
9	30
2	10
12	25
9	12
3	20
11	29
11	19
8	19
6	25
8	12
5	18
8	27
2	17
11	10
1	22
2	11
4	14
2	20
1	19
10	26
9	16
4	15
3	24
3	22
4	12
8	12
4	18
7	28
1	19
6	18
8	12
9	23
12	20
10	16
8	14
9	18
8	12
3	18
7	16
6	14
11	30
4	29
9	10
12	24
10	23
6	25
3	11
2	17
12	27
11	24
7	16
2	21
3	18
9	25
7	10
2	11
7	16
2	20
7	11
7	21
8	21
2	23
