3	28
5	14
7	21
5	25
11	10
2	17
3	14
10	25
1	20
11	10
1	10
9	10
12	23
10	20
11	26
4	24
3	24
10	27
12	23
1	12
8	21
8	27
11	23
7	16
6	22
12	15
2	20
2	11
11	17
4	17
9	18
2	10
8	22
11	21
4	27
1	13
2	30
8	11
8	28
3	10
8	11
10	10
11	14
11	30
10	29
4	24
11	17
6	30
1	25
10	23
4	28
1	25
8	21
1	10
1	11
3	10
5	26
4	29
4	27
10	14
7	18
11	17
11	12
9	28
3	23
9	23
12	26
3	24
7	25
11	24
10	17
11	12
4	15
1	23
4	14
3	13
11	14
1	24
12	16
3	29
11	22
5	14
9	21
3	20
8	28
6	14
8	11
11	18
12	25
9	20
4	13
6	20
12	30
9	22
12	13
3	21
12	22
1	14
12	17
4	16
