7	18
3	27
9	11
7	28
3	20
3	14
2	23
5	11
5	16
11	18
8	10
2	14
1	12
12	21
3	13
6	28
2	14
7	30
11	18
5	20
4	11
3	25
6	17
1	16
6	16
4	18
4	24
1	17
4	24
3	24
12	25
3	16
8	17
9	17
1	24
7	18
6	24
8	20
3	25
1	10
12	15
7	27
6	18
10	20
1	11
6	16
1	15
12	19
6	21
9	17
3	10
4	22
4	24
7	29
2	12
6	14
1	21
5	16
9	30
5	21
3	28
12	30
1	29
8	14
6	17
1	14
11	23
5	24
10	14
11	20
5	12
1	21
8	10
3	26
9	16
11	16
1	24
4	28
7	16
1	18
6	27
7	14
7	20
2	13
6	28
9	26
5	13
7	28
12	18
11	29
11	21
10	14
2	25
10	12
7	17
3	19
12	20
6	19
5	29
2	14
