4	27
3	19
3	15
12	10
5	11
2	25
3	30
11	20
6	15
8	12
1	29
10	20
8	12
10	11
8	30
8	25
5	29
9	25
2	27
6	20
7	28
6	18
6	11
5	28
10	29
10	17
9	11
4	15
10	16
1	27
3	12
1	26
12	11
8	26
1	24
7	21
1	13
3	10
7	27
2	25
4	28
8	16
1	21
8	18
10	25
9	27
3	25
12	28
4	17
12	10
3	17
1	13
6	27
12	17
6	24
6	29
12	24
6	30
2	23
8	29
3	17
9	28
1	24
5	15
12	25
1	18
12	19
9	14
9	17
3	20
11	29
10	23
2	13
11	30
5	19
7	26
4	15
12	24
6	15
2	10
8	23
2	29
4	26
1	25
1	22
10	11
12	16
2	26
8	16
10	10
9	28
4	28
10	20
5	19
2	15
3	20
7	15
10	20
7	27
10	18
