3	24
11	10
5	15
11	28
10	25
8	25
6	26
11	29
10	28
11	22
4	28
5	26
12	15
6	30
12	28
1	30
12	10
5	27
2	17
1	19
12	26
4	29
5	19
10	12
3	13
11	26
6	23
5	22
9	13
2	16
9	25
4	25
5	10
6	14
9	19
5	15
10	17
8	25
12	14
8	20
2	29
9	29
11	14
3	13
9	15
11	17
4	30
12	17
1	20
11	29
1	17
3	23
11	25
10	30
3	21
10	10
12	13
8	17
11	27
9	20
8	11
1	27
1	19
10	19
8	11
7	15
10	18
3	14
4	14
1	20
11	11
9	18
11	13
6	28
3	24
6	18
5	23
9	28
1	14
11	30
2	19
4	29
9	17
12	16
9	15
10	23
3	25
1	10
8	14
6	20
5	10
1	11
3	22
6	21
6	16
5	18
8	25
10	17
8	25
7	15
