10	21
8	12
12	29
5	24
8	10
10	25
10	11
10	28
4	15
6	21
8	11
11	14
9	14
1	27
9	11
12	19
8	15
6	14
12	17
4	16
5	20
7	10
4	14
2	10
11	19
12	13
9	12
10	20
1	18
6	23
8	13
12	22
2	27
2	17
12	21
7	16
9	13
11	25
3	17
7	15
4	17
9	27
3	21
8	20
3	22
2	26
8	24
9	18
11	29
12	26
11	29
9	30
4	27
10	21
9	30
3	16
3	23
8	27
10	29
2	22
10	22
9	26
3	27
8	21
11	23
2	28
6	27
4	24
12	12
4	27
7	23
1	26
7	29
4	16
6	15
3	22
10	17
1	19
9	28
7	10
5	17
10	23
11	29
3	26
1	12
3	20
4	23
2	21
1	15
9	19
6	17
6	25
3	21
4	13
12	21
2	29
7	10
5	12
10	28
8	16
