7	20
10	10
4	12
12	16
3	28
11	30
10	24
12	28
1	17
2	12
11	15
4	12
12	20
1	21
2	20
11	18
12	19
10	20
10	10
6	17
4	15
3	12
1	28
4	12
10	29
7	14
2	10
12	15
5	14
12	22
12	14
5	22
6	14
11	18
5	26
12	14
11	24
4	15
12	15
2	22
11	10
9	23
2	26
10	17
7	20
6	29
12	12
11	28
6	10
5	17
3	16
5	27
7	14
11	24
1	29
11	11
3	23
1	23
11	17
10	14
7	23
5	25
11	29
3	16
4	28
6	13
9	26
11	28
2	19
4	14
11	23
4	26
12	19
10	29
10	15
3	13
5	26
11	22
6	20
8	10
4	30
3	13
12	24
8	10
2	27
3	20
2	30
8	15
3	27
8	26
7	16
9	15
12	12
2	18
1	22
8	13
5	23
11	13
6	10
6	12
