9	30
11	17
11	23
2	15
4	11
9	30
11	19
3	24
5	23
8	21
5	29
12	29
2	17
7	14
10	13
2	23
9	28
10	24
12	27
6	10
12	15
9	16
5	12
4	13
3	11
5	23
1	27
1	30
4	25
7	22
1	13
1	15
1	28
9	16
10	19
10	14
7	19
11	29
9	30
2	22
4	15
10	10
7	28
6	15
7	12
1	20
4	15
11	19
4	26
6	24
7	18
6	17
4	25
7	16
11	24
12	17
3	22
11	13
4	19
7	21
10	11
11	11
4	29
6	13
7	26
10	13
8	15
4	18
2	14
11	25
10	16
11	10
3	27
9	18
4	25
6	22
4	15
7	20
4	25
10	22
4	26
4	19
1	30
1	12
1	13
7	21
3	27
5	20
5	21
4	21
6	27
10	21
8	22
10	30
10	22
2	27
2	10
3	26
6	28
8	23
