4	24
10	18
2	24
4	27
12	23
3	30
6	24
2	16
10	25
10	24
12	27
11	30
3	10
4	16
5	13
3	26
12	12
10	17
12	17
5	26
2	17
12	16
10	21
11	16
9	25
2	21
10	14
11	15
6	28
11	22
9	12
11	25
7	30
4	29
1	17
10	24
12	27
11	27
7	23
9	28
10	14
10	13
2	20
11	28
1	12
7	12
10	23
11	26
4	11
10	24
1	25
7	28
7	11
12	10
9	19
5	15
5	22
7	27
8	11
11	16
6	29
9	10
10	18
11	29
5	18
7	18
4	20
10	28
10	13
1	10
7	14
10	24
7	23
10	26
2	12
6	26
12	26
5	17
7	13
10	21
8	10
7	19
1	17
4	13
9	17
11	10
12	10
7	24
8	15
9	14
10	19
10	10
10	18
4	16
9	28
3	14
5	15
12	14
12	23
7	17
